id,name,l10n_py_sifen_code,l10n_py_district_id:id,state_id:id,country_id:id
city_py_58,COSTA DE SEDA,58,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_59,COE PORA,59,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_60,CUENCA CUE,60,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_61,CUETO POTRERO,61,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_62,CURUZU ÑU,62,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_63,CURUÑI,63,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_64,CANDIDO SILVA,64,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_65,DIEGO CUE,65,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_66,DUARTE CUE,66,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_67,ECHAGUE CUE,67,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_68,ESTABLECIMIENTO,68,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_69,ESTRIBO DE PALTA,69,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_70,F. DE PINEDO,70,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_71,FERROCARRIL C. NORTE,71,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_72,FUERTE RISSO,72,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_73,GAONA CUE,73,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_74,GARAY CUE,74,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_75,GRAL. DIAZ,75,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_76,HEROES DEL CHACO,76,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_77,INMACULADA,77,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_78,ISLA NOVILLO,78,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_79,ISLA R.,79,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_80,ISLA REAL,80,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_81,ISLA VALDEZ,81,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_82,ISLA YBATE,82,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_83,ITA PUCU MI,83,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_84,ITACURUBI,84,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_85,JARDIN EUROPA,85,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_86,JHUGUA CANTERO,86,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_87,JHUGUA CHOJA,87,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_88,JHUGUA CUE,88,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_89,JHUGUA GUAZU,89,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_90,JHUGUA RIVAS,90,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_91,JHUGUA TIMBO,91,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_92,JHUGUA TORALES,92,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_93,LA CANELA,93,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_94,LA CONCHA,94,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_95,LABITA,95,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_96,LAGUNA,96,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_97,LAGUNA ÑARO,97,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_98,LLANO,98,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_99,LOMA,99,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_100,LOMA PYTA,100,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_101,MALDONADO,101,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_102,MANCUELLO CUE,102,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_103,MBATOVI,103,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_104,MBOCAYATY,104,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_105,MBOREBI YCUA,105,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_106,MONTAÑAS,106,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_107,OCAMPOS,107,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_108,OJEDA CUE,108,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_109,PASO BARRETO,109,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_110,PASO URUNDEY,110,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_111,PASO ITA,111,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_112,PEGUAJHO,112,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_113,PEGUAJHO MI,113,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_114,PEROY,114,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_115,PICADA GUY,115,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_116,PLANAS,116,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_117,POTRERITO,117,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_118,POTRERO ESTRELLA,118,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_119,POTRERO ROMERO,119,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_120,PROSPERIDAD,120,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_121,PUENTE CAÑON,121,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_122,PUERTO ABENTE,122,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_123,PUERTO DOS,123,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_124,QUINTA ALICELICA,124,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_125,REQUEJO,125,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_126,RINCON,126,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_127,RINCON CIERVO,127,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_128,RINCON CUE,128,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_129,RINCON ZARZA,129,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_130,RINCON DE LUNA,130,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_131,RIVAS CUE,131,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_132,ROJAS MI,132,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_133,ROSALIA,133,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_134,RURAL,134,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_135,S. ISABEL,135,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_136,SAGRADA FAMILIA,136,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_137,SALADERO RISSO,137,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_138,SALEITA,138,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_139,SALINARES,139,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_140,SALINARES CUE,140,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_141,SAN ANTONIO,141,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_142,SAN LORENZO,142,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_143,SAN MIGUEL,143,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_144,SAN NICOLAS,144,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_145,SAN RAFAEL,145,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_146,SAN SALVADOR,146,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_147,SANCHEZ CUE,147,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_148,SANTA CUE,148,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_149,SANTA MARIA DE LA S.,149,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_150,SIERVO POTRERO,150,l10n_py_base.district_py_2,l10n_py_base.state_py_2,base.py
city_py_151,TACURUTY,151,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_152,TAPE CAAGUY,152,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_153,TAYI CARE,153,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_154,TORO PASO,154,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_155,TUPI JHU,155,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_156,TUYU JHU,156,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_157,VALIENTE - CUE,157,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_158,VALLE - I,158,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_159,YACARE - ÑU,159,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_160,YACARE - E,160,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_161,YAPEPO,161,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_162,YCUA - PORA,162,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_163,YCUA CURUZU,163,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_164,YGATYMI,164,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_165,YPANE,165,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_166,YPAYERE,166,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_167,YUQUYTY,167,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_168,YUQUYRY GUAZU,168,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_169,ZANJITA,169,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_170,ZOLABARRIENTA,170,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_171,ÑANDUCUA,171,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_172,ÑANDUROCAY,172,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_173,ÑU - PORA,173,l10n_py_base.district_py_10,l10n_py_base.state_py_3,base.py
city_py_174,ANTEQUERA,174,l10n_py_base.district_py_11,l10n_py_base.state_py_3,base.py
city_py_175,COL. ANTEQUERA,175,l10n_py_base.district_py_11,l10n_py_base.state_py_3,base.py
city_py_176,PINOZA,176,l10n_py_base.district_py_11,l10n_py_base.state_py_3,base.py
city_py_177,GRAL. E.AQUINO,177,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_178,1RO. DE MARZO,178,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_179,AGUILERA CUE,179,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_180,ARAZA,180,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_181,ARAZAPETY,181,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_182,CHAMORRO CUE,182,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_183,COL. GRAL. AQUINO,183,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_184,COL. MBATETE,184,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_185,COL. SAN JOSE,185,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_186,COL. TRANQUERA,186,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_187,COL. TRINAQUIA,187,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_188,COL. YURUHEI,188,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_189,JHUGUA POI,189,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_190,MANDIYUTY CUE,190,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_191,MUNICIPIO,191,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_192,OCIOSO,192,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_193,PARAY,193,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_194,PINDOTY,194,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_195,POLENTO CUE,195,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_196,POTRERO - CUE,196,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_197,REDONDO,197,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_198,SAN FRANCISCO,198,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_199,SAN PEDRO,199,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_200,SANTA CLARA,200,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_201,VALLE - MI,201,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_202,YCUA PINDO,202,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_203,YURUJHEI,203,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_204,ÑANDEYARA,204,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_205,ÑANDUEVA - I,205,l10n_py_base.district_py_12,l10n_py_base.state_py_3,base.py
city_py_206,ITACURUBI DEL ROSARIO,206,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_207,AGUAPEY,207,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_208,AGUAY - CUE,208,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_209,AMANECER,209,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_210,AZCURRA,210,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_211,BARRERO,211,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_212,BOLAS - CUA,212,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_213,BOQUERON,213,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_214,CABAYU RAY CARAJHU,214,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_215,CABAYU ROY,215,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_216,CAPILLA JHUGUA,216,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_217,CAPILLA LOMA,217,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_218,CAPILLA RUGUA,218,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_219,CARIY,219,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_220,CAROLINA,220,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_221,COL. A. CATIGLIONI,221,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_222,COL. CHORE,222,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_223,COL. COSTA GALVAN,223,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_224,COL. FRIESLAND,224,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_225,COL. GUERRA DEL CHACO,225,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_226,COL. JHUGUA,226,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_227,COL. LIBERACION,227,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_228,COL. SAN ROQUE,228,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_229,COL. TUYANGO,229,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_230,COL. VALLEMI,230,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_231,CORRALES,231,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_232,CURUZU - ÑU,232,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_233,FRANCO - CUE,233,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_234,GUARIA RUGUA,234,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_235,GUYRATY,235,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_236,ISLA CARAYA,236,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_237,ISLA CURUZU,237,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_238,ISLA GUAZU,238,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_239,ISLERIAS,239,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_240,ITA PORA,240,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_241,JHUGUA REY,241,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_242,LAGUNA MOJON,242,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_243,LAS DOS MARIAS,243,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_244,MARTINEZ - CUE,244,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_245,MBARETE,245,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_246,MBOCAYATY,246,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_247,MBOCAYA,247,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_248,NAVIDAD,248,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_249,NEGRO - CUE,249,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_250,OCIOSO,250,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_251,OVECHA RETA,251,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_252,PEGUAJHO,252,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_253,PICADA,253,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_254,PICADA DEL PUEBLO,254,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_255,PIRAY,255,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_256,PIRAYUI,256,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_257,PLATERO - CUE,257,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_258,QUIRAITY,258,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_259,QUIRATY Y OTROS,259,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_260,RIO RUGUA,260,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_261,RIVEROS - CUE,261,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_262,RODEO TAYI,262,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_263,SAN PEDRO,263,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_264,SANTA LUCIA,264,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_265,TAPARI,265,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_266,TAPIRACUAI,266,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_267,VACA JHU,267,l10n_py_base.district_py_13,l10n_py_base.state_py_3,base.py
city_py_268,ESTACION SANTA ANA GRAL.ROLON,268,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_269,ESTANCIA STORM,269,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_270,EUSEBIO AYALA (MUNICIPIO),270,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_271,ISLA,271,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_272,ITA YGASA,272,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_273,JHUY BATY,273,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_274,LA INDIA,274,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_275,POTRERO SAN JOSE,275,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_276,POTRERO DEL CARMEN,276,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_277,PUNTA,277,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_278,RUBIO ÑU,278,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_279,TUYUCUA,279,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_280,YACAREY,280,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
city_py_281,ÑU-AI,281,l10n_py_base.district_py_32,l10n_py_base.state_py_4,base.py
